監督名,年度,チーム,大会,試合数,勝,分,負,成績,URL
三浦　文丈,2021,相模原,J2,16,2,5,9,19位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3017
三浦　文丈,2025,横浜FC,J1,9,3,3,3,18位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3017
三浦　文丈,2025,横浜FC,YLC,4,1,0,3,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3017
三浦　泰年,-,-,-,-,-,-,-,153,https://data.j-league.or.jp/SFIX07/?staff_id=2473
三浦　泰年,2011,北九州,J2,38,16,10,12,8位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2473
三浦　泰年,2012,北九州,J2,42,19,7,16,9位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2473
三浦　泰年,2013,東京Ｖ,J2,42,14,14,14,13位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2473
三浦　泰年,2014,東京Ｖ,J2,31,6,9,16,20位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2473
三浦　泰年,2016,富山,J3,30,13,10,7,6位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2473
三浦　泰年,2017,鹿児島,J3,32,17,4,11,4位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2473
三浦　泰年,2018,鹿児島,J3,32,16,9,7,2位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2473
水島　武蔵,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=5396
水島　武蔵,2014,藤枝,J3,33,7,9,17,11位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=5396
水沼　貴史,15,1,7,2,1,0,1,-,https://data.j-league.or.jp/SFIX07/?staff_id=2819
水沼　貴史,2006,横浜FM,J1,15,7,1,7,9位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2819
水沼　貴史,2006,横浜FM,YNC,2,1,0,1,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2819
美濃部　直彦,9,4,5,-,-,-,-,207,https://data.j-league.or.jp/SFIX07/?staff_id=1034
美濃部　直彦,2006,京都,J1,9,0,4,5,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1034
美濃部　直彦,2007,京都,J2,40,20,11,9,3位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1034
美濃部　直彦,2008,徳島,J2,42,7,8,27,15位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1034
美濃部　直彦,2009,徳島,J2,51,19,15,17,9位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1034
美濃部　直彦,2010,徳島,J2,36,15,6,15,8位/19チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1034
美濃部　直彦,2011,徳島,J2,38,19,8,11,4位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1034
美濃部　直彦,2014,長野,J3,33,20,9,4,2位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1034
美濃部　直彦,2015,長野,J3,22,13,3,6,3位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1034
ミヒャエル　スキッベ,140,36,36,31,21,2,8,-,https://data.j-league.or.jp/SFIX07/?staff_id=16779
ミヒャエル　スキッベ,2022,広島,J1,34,15,10,9,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16779
ミヒャエル　スキッベ,2022,広島,YLC,13,9,2,2,優勝,https://data.j-league.or.jp/SFIX07/?staff_id=16779
ミヒャエル　スキッベ,2023,広島,J1,34,17,7,10,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16779
ミヒャエル　スキッベ,2023,広島,YLC,6,3,0,3,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=16779
ミヒャエル　スキッベ,2024,広島,J1,38,19,11,8,2位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16779
ミヒャエル　スキッベ,2024,広島,YLC,6,5,0,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=16779
ミヒャエル　スキッベ,2025,広島,J1,34,17,8,9,5位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16779
ミヒャエル　スキッベ,2025,広島,YLC,6,4,0,2,,https://data.j-league.or.jp/SFIX07/?staff_id=16779
宮沢　悠生,-,-,-,-,-,-,-,2,https://data.j-league.or.jp/SFIX07/?staff_id=22943
宮沢　悠生,2025,大宮,J2,2,2,0,0,6位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=22943
宮本　恒靖,95,23,29,17,7,3,7,-,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2017,Ｇ大23,J3,32,7,5,20,16位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2018,Ｇ大23,J3,17,6,5,6,6位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2018,Ｇ大阪,J1,17,10,3,4,9位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2018,Ｇ大阪,YLC,2,0,0,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2019,Ｇ大阪,J1,34,12,11,11,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2019,Ｇ大阪,YLC,12,6,2,4,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2020,Ｇ大阪,J1,34,20,5,9,2位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2020,Ｇ大阪,YLC,3,1,1,1,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　恒靖,2021,Ｇ大阪,J1,10,1,4,5,13位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=9103
宮本　征勝,110,-,46,6,4,-,2,-,https://data.j-league.or.jp/SFIX07/?staff_id=446
宮本　征勝,1993,鹿島,J,18,13,-,5,優勝/10チーム,https://data.j-league.or.jp/SFIX07/?staff_id=446
宮本　征勝,1993,鹿島,J,18,10,-,8,4位/10チーム,https://data.j-league.or.jp/SFIX07/?staff_id=446
宮本　征勝,1993,鹿島,YNC,6,4,-,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=446
宮本　征勝,1994,鹿島,J,22,16,-,6,3位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=446
宮本　征勝,1995,清水,J,26,10,-,16,12位/14チーム,https://data.j-league.or.jp/SFIX07/?staff_id=446
宮本　征勝,1995,清水,J,26,15,-,11,4位/14チーム,https://data.j-league.or.jp/SFIX07/?staff_id=446
ミルトン　メンデス,3,1,2,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=7858
ミルトン　メンデス,2016,柏,J1,3,0,1,2,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=7858
ミロシュ　ルス,-,-,-,-,-,-,-,48,https://data.j-league.or.jp/SFIX07/?staff_id=6698
ミロシュ　ルス,2015,横浜FC,J2,31,9,8,14,15位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6698
ミロシュ　ルス,2016,横浜FC,J2,17,5,5,7,8位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=6698
ムズロビッチ,2,0,2,1,0,1,0,-,https://data.j-league.or.jp/SFIX07/?staff_id=2459
ムズロビッチ,2004,Ｃ大阪,J1,2,0,0,2,16位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2459
ムズロビッチ,2004,Ｃ大阪,YNC,1,0,1,0,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2459
武藤　覚,-,-,-,-,-,-,-,24,https://data.j-league.or.jp/SFIX07/?staff_id=2227
武藤　覚,2024,群馬,J2,24,2,6,16,20位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2227
村田　一弘,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=2315
村田　一弘,2020,Ｃ大23,J3,6,1,1,4,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2315
望月　一仁,-,-,-,-,-,-,-,177,https://data.j-league.or.jp/SFIX07/?staff_id=2789
望月　一仁,2006,愛媛,J2,48,14,11,23,9位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2789
望月　一仁,2007,愛媛,J2,48,12,9,27,10位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2789
望月　一仁,2008,愛媛,J2,42,9,10,23,14位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2789
望月　一仁,2009,愛媛,J2,39,11,6,22,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2789
望月　一仁,2020,讃岐,J3,34,7,10,17,16位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2789
望月　一仁,2022,沼津,J3,14,1,5,8,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2789
望月　一頼,4,1,1,4,1,1,2,-,https://data.j-league.or.jp/SFIX07/?staff_id=369
望月　一頼,2006,広島,J1,4,2,1,1,10位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=369
望月　一頼,2006,広島,YNC,4,1,1,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=369
望月　達也,-,-,-,-,-,-,-,62,https://data.j-league.or.jp/SFIX07/?staff_id=175
望月　達也,2002,福岡*3,J2,3,1,0,2,8位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=175
望月　達也,2004,湘南*3,J2,11,3,3,5,10位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=175
望月　達也,2007,仙台,J2,48,24,11,13,4位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=175
森　孝慈,70,-,54,9,2,1,6,-,https://data.j-league.or.jp/SFIX07/?staff_id=1593
森　孝慈,1993,浦和,J,18,3,-,15,10位/10チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1593
森　孝慈,1993,浦和,J,18,5,-,13,10位/10チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1593
森　孝慈,1993,浦和,YNC,5,1,-,4,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1593
森　孝慈,1998,福岡,J,17,3,-,14,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1593
森　孝慈,1998,福岡,J,17,5,-,12,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1593
森　孝慈,1998,福岡,YNC,4,1,1,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1593
森　直樹,-,-,-,2,1,0,1,56,https://data.j-league.or.jp/SFIX07/?staff_id=3857
森　直樹,2024,水戸,J2,24,8,6,10,15位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3857
森　直樹,2025,水戸,YLC,2,1,0,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3857
森　直樹,2025,水戸,J2,32,17,10,5,1位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3857
森岡　隆三,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=3401
森岡　隆三,2017,鳥取,J3,32,4,9,19,17位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3401
森岡　隆三,2018,鳥取,J3,12,5,3,4,3位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3401
森下　申一,3,1,1,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=1364
森下　申一,2021,FC東京,J1,3,1,1,1,9位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1364
森下　仁志,78,23,32,16,9,2,5,44,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2012,磐田,J1,34,13,7,14,12位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2012,磐田,YNC,6,4,0,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2013,磐田,J1,10,1,3,6,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2013,磐田,YNC,4,3,0,1,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2014,京都,J2,2,1,1,0,9位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2015,鳥栖,J1,17,5,5,7,11位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2015,鳥栖,J1,17,4,8,5,12位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2015,鳥栖,YNC,6,2,2,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2017,群馬,J2,42,5,5,32,22位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2019,Ｇ大23,J3,34,9,8,17,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁志,2020,Ｇ大23,J3,34,9,8,17,14位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3134
森下　仁之,-,-,-,-,-,-,-,84,https://data.j-league.or.jp/SFIX07/?staff_id=3505
森下　仁之,2014,金沢,J3,33,23,6,4,優勝/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3505
森下　仁之,2015,金沢,J2,42,12,18,12,12位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3505
森下　仁之,2016,金沢,J2,42,8,15,19,21位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3505
森下　仁之,2018,北九州,J3,13,2,2,9,17位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3505
森保　一,187,40,55,28,8,8,12,-,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2012,広島,J1,34,19,7,8,優勝/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2012,広島,YNC,6,1,1,4,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2013,広島,J1,34,19,6,9,優勝/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2013,広島,YNC,2,1,0,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2014,広島,J1,34,13,11,10,8位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2014,広島,YNC,5,1,2,2,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2015,広島,J1,17,10,4,3,3位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2015,広島,J1,17,13,1,3,優勝/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2015,広島,YNC,6,2,3,1,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2016,広島,J1,17,8,5,4,4位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2016,広島,J1,17,8,2,7,10位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2016,広島,YLC,2,0,1,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2017,広島,J1,17,2,4,11,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森保　一,2017,広島,YLC,7,3,1,3,プレーオフステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=3173
森山　佳郎,-,-,-,2,0,0,2,70,https://data.j-league.or.jp/SFIX07/?staff_id=1554
森山　佳郎,2024,仙台,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1554
森山　佳郎,2024,仙台,J2,38,18,10,10,6位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1554
森山　佳郎,2025,仙台,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1554
森山　佳郎,2025,仙台,J2,32,14,12,6,5位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1554
安永　聡太郎,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=8122
安永　聡太郎,2016,相模原,J3,10,1,2,7,11位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=8122
安永　聡太郎,2017,相模原,J3,32,9,12,11,12位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=8122
柳下　正明,255,65,94,55,26,12,17,430,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2003,磐田,J1,15,9,4,2,2位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2003,磐田,J1,15,7,5,3,3位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2003,磐田,YNC,10,6,1,3,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2004,札幌,J2,44,5,15,24,12位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2005,札幌,J2,44,17,12,15,6位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2006,札幌,J2,48,20,12,16,6位/13チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2009,磐田,J1,34,11,8,15,11位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2009,磐田,YNC,6,1,3,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2010,磐田,J1,34,11,11,12,11位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2010,磐田,YNC,11,7,2,2,優勝,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2011,磐田,J1,34,13,8,13,8位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2011,磐田,YNC,5,3,1,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2012,新潟,J1,21,8,7,6,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2012,新潟,YNC,1,1,0,0,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2013,新潟,J1,34,17,4,13,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2013,新潟,YNC,6,1,1,4,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2014,新潟,J1,34,12,8,14,12位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2014,新潟,YNC,6,2,2,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2015,新潟,J1,17,3,5,9,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2015,新潟,J1,17,5,5,7,11位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2015,新潟,YNC,10,5,2,3,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2017,金沢,J2,42,13,10,19,17位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2018,金沢,J2,42,14,13,15,13位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2019,金沢,J2,42,15,16,11,11位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2020,金沢,J2,42,12,13,17,18位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2021,金沢,J2,42,10,11,21,17位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2022,金沢,J2,42,13,13,16,14位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳下　正明,2023,金沢,J2,42,9,8,25,22位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=123
柳田　伸明,-,-,-,-,-,-,-,26,https://data.j-league.or.jp/SFIX07/?staff_id=1663
柳田　伸明,2015,大分,J2,26,6,9,11,21位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1663
藪田　光教,-,-,-,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=21018
藪田　光教,2025,FC大阪,J3,6,3,1,2,4位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=21018
山口　智,150,42,70,22,10,3,9,-,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2021,湘南,J1,11,2,5,4,16位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2022,湘南,J1,34,10,11,13,12位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2022,湘南,YLC,8,4,0,4,プレーオフステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2023,湘南,J1,34,8,10,16,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2023,湘南,YLC,6,1,3,2,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2024,湘南,J1,38,12,9,17,15位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2024,湘南,YLC,1,0,0,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2025,湘南,J1,33,6,7,20,19位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　智,2025,湘南,YLC,7,5,0,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=7865
山口　素弘,-,-,-,-,-,-,-,122,https://data.j-league.or.jp/SFIX07/?staff_id=4234
山口　素弘,2012,横浜FC,J2,38,22,5,11,4位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=4234
山口　素弘,2013,横浜FC,J2,42,15,13,14,11位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=4234
山口　素弘,2014,横浜FC,J2,42,14,13,15,11位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=4234
山田　松市,-,-,-,-,-,-,-,52,https://data.j-league.or.jp/SFIX07/?staff_id=124
山田　松市,2003,湘南,J2,30,8,10,12,10位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=124
山田　松市,2004,湘南,J2,22,3,7,12,10位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=124
山本　昌邦,48,13,17,10,3,2,5,-,https://data.j-league.or.jp/SFIX07/?staff_id=970
山本　昌邦,2004,磐田,J1,3,0,0,3,13位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=970
山本　昌邦,2005,磐田,J1,34,14,9,11,6位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=970
山本　昌邦,2005,磐田,YNC,2,0,1,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=970
山本　昌邦,2006,磐田,J1,11,4,4,3,5位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=970
山本　昌邦,2006,磐田,YNC,8,3,1,4,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=970
ヤン　ヨンソン,61,13,26,12,4,3,5,-,https://data.j-league.or.jp/SFIX07/?staff_id=454
ヤン　ヨンソン,2017,広島,J1,16,6,4,6,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=454
ヤン　ヨンソン,2017,広島,YLC,1,0,0,1,プレーオフステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=454
